headers
102,exeggcute,grass,psychic,60,40,80,60,45,40,4,25
103,exeggutor,grass,psychic,95,95,85,125,65,55,20,1200
104,cubone,ground,,50,50,95,40,50,35,4,65
105,marowak,ground,,60,80,110,50,80,45,10,450
106,hitmonlee,fighting,,50,120,53,35,110,87,15,498
107,hitmonchan,fighting,,50,105,79,35,110,76,14,502
108,lickitung,normal,,90,55,75,60,75,30,12,655
109,koffing,poison,,40,65,95,60,45,35,6,10
110,weezing,poison,,65,90,120,85,70,60,12,95
111,rhyhorn,ground,rock,80,85,95,30,30,25,10,1150
112,rhydon,ground,rock,105,130,120,45,45,40,19,1200
113,chansey,normal,,250,5,5,35,105,50,11,346
114,tangela,grass,,65,55,115,100,40,60,10,350
115,kangaskhan,normal,,105,95,80,40,80,90,22,800
116,horsea,water,,30,40,70,70,25,60,4,80
117,seadra,water,,55,65,95,95,45,85,12,250
118,goldeen,water,,45,67,60,35,50,63,6,150
119,seaking,water,,80,92,65,65,80,68,13,390
120,staryu,water,,30,45,55,70,55,85,8,345
121,starmie,water,psychic,60,75,85,100,85,115,11,800
122,mr-mime,psychic,fairy,40,45,65,100,120,90,13,545
123,scyther,bug,flying,70,110,80,55,80,105,15,560
124,jynx,ice,psychic,65,50,35,115,95,95,14,406
125,electabuzz,electric,,65,83,57,95,85,105,11,300
126,magmar,fire,,65,95,57,100,85,93,13,445
127,pinsir,bug,,65,125,100,55,70,85,15,550
128,tauros,normal,,75,100,95,40,70,110,14,884
129,magikarp,water,,20,10,55,15,20,80,9,100
130,gyarados,water,flying,95,125,79,60,100,81,65,2350
131,lapras,water,ice,130,85,80,85,95,60,25,2200
132,ditto,normal,,48,48,48,48,48,48,3,40
133,eevee,normal,,55,55,50,45,65,55,3,65
134,vaporeon,water,,130,65,60,110,95,65,10,290
135,jolteon,electric,,65,65,60,110,95,130,8,245
136,flareon,fire,,65,130,60,95,110,65,9,250
137,porygon,normal,,65,60,70,85,75,40,8,365
138,omanyte,rock,water,35,40,100,90,55,35,4,75
139,omastar,rock,water,70,60,125,115,70,55,10,350
140,kabuto,rock,water,30,80,90,55,45,55,5,115
141,kabutops,rock,water,60,115,105,65,70,80,13,405
142,aerodactyl,rock,flying,80,105,65,60,75,130,18,590
143,snorlax,normal,,160,110,65,65,110,30,21,4600
144,articuno,ice,flying,90,85,100,95,125,85,17,554
145,zapdos,electric,flying,90,90,85,125,90,100,16,526
146,moltres,fire,flying,90,100,90,125,85,90,20,600
147,dratini,dragon,,41,64,45,50,50,50,18,33
148,dragonair,dragon,,61,84,65,70,70,70,40,165
149,dragonite,dragon,flying,91,134,95,100,100,80,22,2100
150,mewtwo,psychic,,106,110,90,154,90,130,20,1220
151,mew,psychic,,100,100,100,100,100,100,4,40
152,chikorita,grass,,45,49,65,49,65,45,9,64
153,bayleef,grass,,60,62,80,63,80,60,12,158
154,meganium,grass,,80,82,100,83,100,80,18,1005
155,cyndaquil,fire,,39,52,43,60,50,65,5,79
156,quilava,fire,,58,64,58,80,65,80,9,190
157,typhlosion,fire,,78,84,78,109,85,100,17,795
158,totodile,water,,50,65,64,44,48,43,6,95
159,croconaw,water,,65,80,80,59,63,58,11,250
160,feraligatr,water,,85,105,100,79,83,78,23,888
161,sentret,normal,,35,46,34,35,45,20,8,60
162,furret,normal,,85,76,64,45,55,90,18,325
163,hoothoot,normal,flying,60,30,30,36,56,50,7,212
164,noctowl,normal,flying,100,50,50,76,96,70,16,408
165,ledyba,bug,flying,40,20,30,40,80,55,10,108
166,ledian,bug,flying,55,35,50,55,110,85,14,356
167,spinarak,bug,poison,40,60,40,40,40,30,5,85
168,ariados,bug,poison,70,90,70,60,60,40,11,335
169,crobat,poison,flying,85,90,80,70,80,130,18,750
170,chinchou,water,electric,75,38,38,56,56,67,5,120
171,lanturn,water,electric,125,58,58,76,76,67,12,225
172,pichu,electric,,20,40,15,35,35,60,3,20
173,cleffa,fairy,,50,25,28,45,55,15,3,30
174,igglybuff,normal,fairy,90,30,15,40,20,15,3,10
175,togepi,fairy,,35,20,65,40,65,20,3,15
176,togetic,fairy,flying,55,40,85,80,105,40,6,32
177,natu,psychic,flying,40,50,45,70,45,70,2,20
178,xatu,psychic,flying,65,75,70,95,70,95,15,150
179,mareep,electric,,55,40,40,65,45,35,6,78
180,flaaffy,electric,,70,55,55,80,60,45,8,133
181,ampharos,electric,,90,75,85,115,90,55,14,615
182,bellossom,grass,,75,80,95,90,100,50,4,58
183,marill,water,fairy,70,20,50,20,50,40,4,85
184,azumarill,water,fairy,100,50,80,60,80,50,8,285
185,sudowoodo,rock,,70,100,115,30,65,30,12,380
186,politoed,water,,90,75,75,90,100,70,11,339
187,hoppip,grass,flying,35,35,40,35,55,50,4,5
188,skiploom,grass,flying,55,45,50,45,65,80,6,10
189,jumpluff,grass,flying,75,55,70,55,95,110,8,30
190,aipom,normal,,55,70,55,40,55,85,8,115
191,sunkern,grass,,30,30,30,30,30,30,3,18
192,sunflora,grass,,75,75,55,105,85,30,8,85
193,yanma,bug,flying,65,65,45,75,45,95,12,380
194,wooper,water,ground,55,45,45,25,25,15,4,85
195,quagsire,water,ground,95,85,85,65,65,35,14,750
196,espeon,psychic,,65,65,60,130,95,110,9,265
197,umbreon,dark,,95,65,110,60,130,65,10,270
198,murkrow,dark,flying,60,85,42,85,42,91,5,21
199,slowking,water,psychic,95,75,80,100,110,30,20,795
200,misdreavus,ghost,,60,60,60,85,85,85,7,10
201,unown,psychic,,48,72,48,72,48,48,5,50
202,wobbuffet,psychic,,190,33,58,33,58,33,13,285
203,girafarig,normal,psychic,70,80,65,90,65,85,15,415
204,pineco,bug,,50,65,90,35,35,15,6,72
205,forretress,bug,steel,75,90,140,60,60,40,12,1258
206,dunsparce,normal,,100,70,70,65,65,45,15,140
207,gligar,ground,flying,65,75,105,35,65,85,11,648
208,steelix,steel,ground,75,85,200,55,65,30,92,4000
209,snubbull,fairy,,60,80,50,40,40,30,6,78
210,granbull,fairy,,90,120,75,60,60,45,14,487
211,qwilfish,water,poison,65,95,75,55,55,85,5,39
212,scizor,bug,steel,70,130,100,55,80,65,18,1180
213,shuckle,bug,rock,20,10,230,10,230,5,6,205
214,heracross,bug,fighting,80,125,75,40,95,85,15,540
215,sneasel,dark,ice,55,95,55,35,75,115,9,280
216,teddiursa,normal,,60,80,50,50,50,40,6,88
217,ursaring,normal,,90,130,75,75,75,55,18,1258
218,slugma,fire,,40,40,40,70,40,20,7,350
219,magcargo,fire,rock,50,50,120,80,80,30,8,550
220,swinub,ice,ground,50,50,40,30,30,50,4,65
221,piloswine,ice,ground,100,100,80,60,60,50,11,558
222,corsola,water,rock,55,55,85,65,85,35,6,50
223,remoraid,water,,35,65,35,65,35,65,6,120
224,octillery,water,,75,105,75,105,75,45,9,285
225,delibird,ice,flying,45,55,45,65,45,75,9,160
226,mantine,water,flying,65,40,70,80,140,70,21,2200
227,skarmory,steel,flying,65,80,140,40,70,70,17,505
228,houndour,dark,fire,45,60,30,80,50,65,6,108
229,houndoom,dark,fire,75,90,50,110,80,95,14,350
230,kingdra,water,dragon,75,95,95,95,95,85,18,1520
231,phanpy,ground,,90,60,60,40,40,40,5,335
232,donphan,ground,,90,120,120,60,60,50,11,1200
233,porygon2,normal,,85,80,90,105,95,60,6,325
234,stantler,normal,,73,95,62,85,65,85,14,712
235,smeargle,normal,,55,20,35,20,45,75,12,580
236,tyrogue,fighting,,35,35,35,35,35,35,7,210
237,hitmontop,fighting,,50,95,95,35,110,70,14,480
238,smoochum,ice,psychic,45,30,15,85,65,65,4,60
239,elekid,electric,,45,63,37,65,55,95,6,235
240,magby,fire,,45,75,37,70,55,83,7,214
241,miltank,normal,,95,80,105,40,70,100,12,755
242,blissey,normal,,255,10,10,75,135,55,15,468
243,raikou,electric,,90,85,75,115,100,115,19,1780
244,entei,fire,,115,115,85,90,75,100,21,1980
245,suicune,water,,100,75,115,90,115,85,20,1870
246,larvitar,rock,ground,50,64,50,45,50,41,6,720
247,pupitar,rock,ground,70,84,70,65,70,51,12,1520
248,tyranitar,rock,dark,100,134,110,95,100,61,20,2020
249,lugia,psychic,flying,106,90,130,90,154,110,52,2160
250,ho-oh,fire,flying,106,130,90,110,154,90,38,1990
251,celebi,psychic,grass,100,100,100,100,100,100,6,50
252,treecko,grass,,40,45,35,65,55,70,5,50
253,grovyle,grass,,50,65,45,85,65,95,9,216
254,sceptile,grass,,70,85,65,105,85,120,17,522
255,torchic,fire,,45,60,40,70,50,45,4,25
256,combusken,fire,fighting,60,85,60,85,60,55,9,195
257,blaziken,fire,fighting,80,120,70,110,70,80,19,520
258,mudkip,water,,50,70,50,50,50,40,4,76
259,marshtomp,water,ground,70,85,70,60,70,50,7,280
260,swampert,water,ground,100,110,90,85,90,60,15,819
261,poochyena,dark,,35,55,35,30,30,35,5,136
262,mightyena,dark,,70,90,70,60,60,70,10,370
263,zigzagoon,normal,,38,30,41,30,41,60,4,175
264,linoone,normal,,78,70,61,50,61,100,5,325
265,wurmple,bug,,45,45,35,20,30,20,3,36
266,silcoon,bug,,50,35,55,25,25,15,6,100
267,beautifly,bug,flying,60,70,50,100,50,65,10,284
268,cascoon,bug,,50,35,55,25,25,15,7,115
269,dustox,bug,poison,60,50,70,50,90,65,12,316
270,lotad,water,grass,40,30,30,40,50,30,5,26
271,lombre,water,grass,60,50,50,60,70,50,12,325
272,ludicolo,water,grass,80,70,70,90,100,70,15,550
273,seedot,grass,,40,40,50,30,30,30,5,40
274,nuzleaf,grass,dark,70,70,40,60,40,60,10,280
275,shiftry,grass,dark,90,100,60,90,60,80,13,596
276,taillow,normal,flying,40,55,30,30,30,85,3,23
277,swellow,normal,flying,60,85,60,50,50,125,7,198
278,wingull,water,flying,40,30,30,55,30,85,6,95
279,pelipper,water,flying,60,50,100,85,70,65,12,280
280,ralts,psychic,fairy,28,25,25,45,35,40,4,66
281,kirlia,psychic,fairy,38,35,35,65,55,50,8,202
282,gardevoir,psychic,fairy,68,65,65,125,115,80,16,484
283,surskit,bug,water,40,30,32,50,52,65,5,17
284,masquerain,bug,flying,70,60,62,80,82,60,8,36
285,shroomish,grass,,60,40,60,40,60,35,4,45
286,breloom,grass,fighting,60,130,80,60,60,70,12,392
287,slakoth,normal,,60,60,60,35,35,30,8,240
288,vigoroth,normal,,80,80,80,55,55,90,14,465
289,slaking,normal,,150,160,100,95,65,100,20,1305
290,nincada,bug,ground,31,45,90,30,30,40,5,55
291,ninjask,bug,flying,61,90,45,50,50,160,8,120
292,shedinja,bug,ghost,1,90,45,30,30,40,8,12
293,whismur,normal,,64,51,23,51,23,28,6,163
294,loudred,normal,,84,71,43,71,43,48,10,405
295,exploud,normal,,104,91,63,91,73,68,15,840
296,makuhita,fighting,,72,60,30,20,30,25,10,864
297,hariyama,fighting,,144,120,60,40,60,50,23,2538
298,azurill,normal,fairy,50,20,40,20,40,20,2,20
299,nosepass,rock,,30,45,135,45,90,30,10,970
300,skitty,normal,,50,45,45,35,35,50,6,110
301,delcatty,normal,,70,65,65,55,55,70,11,326
302,sableye,dark,ghost,50,75,75,65,65,50,5,110
303,mawile,steel,fairy,50,85,85,55,55,50,6,115
304,aron,steel,rock,50,70,100,40,40,30,4,600
305,lairon,steel,rock,60,90,140,50,50,40,9,1200
306,aggron,steel,rock,70,110,180,60,60,50,21,3600
307,meditite,fighting,psychic,30,40,55,40,55,60,6,112
308,medicham,fighting,psychic,60,60,75,60,75,80,13,315
309,electrike,electric,,40,45,40,65,40,65,6,152
310,manectric,electric,,70,75,60,105,60,105,15,402
311,plusle,electric,,60,50,40,85,75,95,4,42
312,minun,electric,,60,40,50,75,85,95,4,42
313,volbeat,bug,,65,73,55,47,75,85,7,177
314,illumise,bug,,65,47,55,73,75,85,6,177
315,roselia,grass,poison,50,60,45,100,80,65,3,20
316,gulpin,poison,,70,43,53,43,53,40,4,103
317,swalot,poison,,100,73,83,73,83,55,17,800
318,carvanha,water,dark,45,90,20,65,20,65,8,208
319,sharpedo,water,dark,70,120,40,95,40,95,18,888
320,wailmer,water,,130,70,35,70,35,60,20,1300
321,wailord,water,,170,90,45,90,45,60,145,3980
322,numel,fire,ground,60,60,40,65,45,35,7,240
323,camerupt,fire,ground,70,100,70,105,75,40,19,2200
324,torkoal,fire,,70,85,140,85,70,20,5,804
325,spoink,psychic,,60,25,35,70,80,60,7,306
326,grumpig,psychic,,80,45,65,90,110,80,9,715
327,spinda,normal,,60,60,60,60,60,60,11,50
328,trapinch,ground,,45,100,45,45,45,10,7,150
329,vibrava,ground,dragon,50,70,50,50,50,70,11,153
330,flygon,ground,dragon,80,100,80,80,80,100,20,820
331,cacnea,grass,,50,85,40,85,40,35,4,513
332,cacturne,grass,dark,70,115,60,115,60,55,13,774
333,swablu,normal,flying,45,40,60,40,75,50,4,12
334,altaria,dragon,flying,75,70,90,70,105,80,11,206
335,zangoose,normal,,73,115,60,60,60,90,13,403
336,seviper,poison,,73,100,60,100,60,65,27,525
337,lunatone,rock,psychic,70,55,65,95,85,70,10,1680
338,solrock,rock,psychic,70,95,85,55,65,70,12,1540
339,barboach,water,ground,50,48,43,46,41,60,4,19
340,whiscash,water,ground,110,78,73,76,71,60,9,236
341,corphish,water,,43,80,65,50,35,35,6,115
342,crawdaunt,water,dark,63,120,85,90,55,55,11,328
343,baltoy,ground,psychic,40,40,55,40,70,55,5,215
344,claydol,ground,psychic,60,70,105,70,120,75,15,1080
345,lileep,rock,grass,66,41,77,61,87,23,10,238
346,cradily,rock,grass,86,81,97,81,107,43,15,604
347,anorith,rock,bug,45,95,50,40,50,75,7,125
348,armaldo,rock,bug,75,125,100,70,80,45,15,682
349,feebas,water,,20,15,20,10,55,80,6,74
350,milotic,water,,95,60,79,100,125,81,62,1620
351,castform,normal,,70,70,70,70,70,70,3,8
352,kecleon,normal,,60,90,70,60,120,40,10,220
353,shuppet,ghost,,44,75,35,63,33,45,6,23
354,banette,ghost,,64,115,65,83,63,65,11,125
355,duskull,ghost,,20,40,90,30,90,25,8,150
356,dusclops,ghost,,40,70,130,60,130,25,16,306
357,tropius,grass,flying,99,68,83,72,87,51,20,1000
358,chimecho,psychic,,65,50,70,95,80,65,6,10
359,absol,dark,,65,130,60,75,60,75,12,470
360,wynaut,psychic,,95,23,48,23,48,23,6,140
361,snorunt,ice,,50,50,50,50,50,50,7,168
362,glalie,ice,,80,80,80,80,80,80,15,2565
363,spheal,ice,water,70,40,50,55,50,25,8,395
364,sealeo,ice,water,90,60,70,75,70,45,11,876
365,walrein,ice,water,110,80,90,95,90,65,14,1506
366,clamperl,water,,35,64,85,74,55,32,4,525
367,huntail,water,,55,104,105,94,75,52,17,270
368,gorebyss,water,,55,84,105,114,75,52,18,226
369,relicanth,water,rock,100,90,130,45,65,55,10,234
370,luvdisc,water,,43,30,55,40,65,97,6,87
371,bagon,dragon,,45,75,60,40,30,50,6,421
372,shelgon,dragon,,65,95,100,60,50,50,11,1105
373,salamence,dragon,flying,95,135,80,110,80,100,15,1026
374,beldum,steel,psychic,40,55,80,35,60,30,6,952
375,metang,steel,psychic,60,75,100,55,80,50,12,2025
376,metagross,steel,psychic,80,135,130,95,90,70,16,5500
377,regirock,rock,,80,100,200,50,100,50,17,2300
378,regice,ice,,80,50,100,100,200,50,18,1750
379,registeel,steel,,80,75,150,75,150,50,19,2050
380,latias,dragon,psychic,80,80,90,110,130,110,14,400
381,latios,dragon,psychic,80,90,80,130,110,110,20,600
382,kyogre,water,,100,100,90,150,140,90,45,3520
383,groudon,ground,,100,150,140,100,90,90,35,9500
384,rayquaza,dragon,flying,105,150,90,150,90,95,70,2065
385,jirachi,steel,psychic,100,100,100,100,100,100,3,11
386,deoxys,psychic,,50,150,50,150,50,150,17,608
387,turtwig,grass,,55,68,64,45,55,31,4,102
388,grotle,grass,,75,89,85,55,65,36,11,970
389,torterra,grass,ground,95,109,105,75,85,56,22,3100
390,chimchar,fire,,44,58,44,58,44,61,5,62
391,monferno,fire,fighting,64,78,52,78,52,81,9,220
392,infernape,fire,fighting,76,104,71,104,71,108,12,550
393,piplup,water,,53,51,53,61,56,40,4,52
394,prinplup,water,,64,66,68,81,76,50,8,230
395,empoleon,water,steel,84,86,88,111,101,60,17,845
396,starly,normal,flying,40,55,30,30,30,60,3,20
397,staravia,normal,flying,55,75,50,40,40,80,6,155
398,staraptor,normal,flying,85,120,70,50,60,100,12,249
399,bidoof,normal,,59,45,40,35,40,31,5,200
400,bibarel,normal,water,79,85,60,55,60,71,10,315
401,kricketot,bug,,37,25,41,25,41,25,3,22
402,kricketune,bug,,77,85,51,55,51,65,10,255
403,shinx,electric,,45,65,34,40,34,45,5,95
404,luxio,electric,,60,85,49,60,49,60,9,305
405,luxray,electric,,80,120,79,95,79,70,14,420
406,budew,grass,poison,40,30,35,50,70,55,2,12
407,roserade,grass,poison,60,70,65,125,105,90,9,145
408,cranidos,rock,,67,125,40,30,30,58,9,315
409,rampardos,rock,,97,165,60,65,50,58,16,1025
410,shieldon,rock,steel,30,42,118,42,88,30,5,570
411,bastiodon,rock,steel,60,52,168,47,138,30,13,1495
412,burmy,bug,,40,29,45,29,45,36,2,34
413,wormadam,bug,grass,60,59,85,79,105,36,5,65
414,mothim,bug,flying,70,94,50,94,50,66,9,233
415,combee,bug,flying,30,30,42,30,42,70,3,55
416,vespiquen,bug,flying,70,80,102,80,102,40,12,385
417,pachirisu,electric,,60,45,70,45,90,95,4,39
418,buizel,water,,55,65,35,60,30,85,7,295
419,floatzel,water,,85,105,55,85,50,115,11,335
420,cherubi,grass,,45,35,45,62,53,35,4,33
421,cherrim,grass,,70,60,70,87,78,85,5,93
422,shellos,water,,76,48,48,57,62,34,3,63
423,gastrodon,water,ground,111,83,68,92,82,39,9,299
424,ambipom,normal,,75,100,66,60,66,115,12,203
425,drifloon,ghost,flying,90,50,34,60,44,70,4,12
426,drifblim,ghost,flying,150,80,44,90,54,80,12,150
427,buneary,normal,,55,66,44,44,56,85,4,55
428,lopunny,normal,,65,76,84,54,96,105,12,333
429,mismagius,ghost,,60,60,60,105,105,105,9,44
430,honchkrow,dark,flying,100,125,52,105,52,71,9,273
431,glameow,normal,,49,55,42,42,37,85,5,39
432,purugly,normal,,71,82,64,64,59,112,10,438
433,chingling,psychic,,45,30,50,65,50,45,2,6
434,stunky,poison,dark,63,63,47,41,41,74,4,192
435,skuntank,poison,dark,103,93,67,71,61,84,10,380
436,bronzor,steel,psychic,57,24,86,24,86,23,5,605
437,bronzong,steel,psychic,67,89,116,79,116,33,13,1870
438,bonsly,rock,,50,80,95,10,45,10,5,150
439,mime-jr,psychic,fairy,20,25,45,70,90,60,6,130
440,happiny,normal,,100,5,5,15,65,30,6,244
441,chatot,normal,flying,76,65,45,92,42,91,5,19
442,spiritomb,ghost,dark,50,92,108,92,108,35,10,1080
443,gible,dragon,ground,58,70,45,40,45,42,7,205
444,gabite,dragon,ground,68,90,65,50,55,82,14,560
445,garchomp,dragon,ground,108,130,95,80,85,102,19,950
446,munchlax,normal,,135,85,40,40,85,5,6,1050
447,riolu,fighting,,40,70,40,35,40,60,7,202
448,lucario,fighting,steel,70,110,70,115,70,90,12,540
449,hippopotas,ground,,68,72,78,38,42,32,8,495
450,hippowdon,ground,,108,112,118,68,72,47,20,3000
451,skorupi,poison,bug,40,50,90,30,55,65,8,120
452,drapion,poison,dark,70,90,110,60,75,95,13,615
453,croagunk,poison,fighting,48,61,40,61,40,50,7,230
454,toxicroak,poison,fighting,83,106,65,86,65,85,13,444
455,carnivine,grass,,74,100,72,90,72,46,14,270
456,finneon,water,,49,49,56,49,61,66,4,70
457,lumineon,water,,69,69,76,69,86,91,12,240
458,mantyke,water,flying,45,20,50,60,120,50,10,650
459,snover,grass,ice,60,62,50,62,60,40,10,505
460,abomasnow,grass,ice,90,92,75,92,85,60,22,1355
461,weavile,dark,ice,70,120,65,45,85,125,11,340
462,magnezone,electric,steel,70,70,115,130,90,60,12,1800
463,lickilicky,normal,,110,85,95,80,95,50,17,1400
464,rhyperior,ground,rock,115,140,130,55,55,40,24,2828
465,tangrowth,grass,,100,100,125,110,50,50,20,1286
466,electivire,electric,,75,123,67,95,85,95,18,1386
467,magmortar,fire,,75,95,67,125,95,83,16,680
468,togekiss,fairy,flying,85,50,95,120,115,80,15,380
469,yanmega,bug,flying,86,76,86,116,56,95,19,515
470,leafeon,grass,,65,110,130,60,65,95,10,255
471,glaceon,ice,,65,60,110,130,95,65,8,259
472,gliscor,ground,flying,75,95,125,45,75,95,20,425
473,mamoswine,ice,ground,110,130,80,70,60,80,25,2910
474,porygon-z,normal,,85,80,70,135,75,90,9,340
475,gallade,psychic,fighting,68,125,65,65,115,80,16,520
476,probopass,rock,steel,60,55,145,75,150,40,14,3400
477,dusknoir,ghost,,45,100,135,65,135,45,22,1066
478,froslass,ice,ghost,70,80,70,80,70,110,13,266
479,rotom,electric,ghost,50,50,77,95,77,91,3,3
480,uxie,psychic,,75,75,130,75,130,95,3,3
481,mesprit,psychic,,80,105,105,105,105,80,3,3
482,azelf,psychic,,75,125,70,125,70,115,3,3
483,dialga,steel,dragon,100,120,120,150,100,90,54,6830
484,palkia,water,dragon,90,120,100,150,120,100,42,3360
485,heatran,fire,steel,91,90,106,130,106,77,17,4300
486,regigigas,normal,,110,160,110,80,110,100,37,4200
487,giratina,ghost,dragon,150,100,120,100,120,90,45,7500
488,cresselia,psychic,,120,70,120,75,130,85,15,856
489,phione,water,,80,80,80,80,80,80,4,31
490,manaphy,water,,100,100,100,100,100,100,3,14
491,darkrai,dark,,70,90,90,135,90,125,15,505
492,shaymin,grass,,100,100,100,100,100,100,2,21
493,arceus,normal,,120,120,120,120,120,120,32,3200
494,victini,psychic,fire,100,100,100,100,100,100,4,40
495,snivy,grass,,45,45,55,45,55,63,6,81
496,servine,grass,,60,60,75,60,75,83,8,160
497,serperior,grass,,75,75,95,75,95,113,33,630
498,tepig,fire,,65,63,45,45,45,45,5,99
499,pignite,fire,fighting,90,93,55,70,55,55,10,555
500,emboar,fire,fighting,110,123,65,100,65,65,16,1500
501,oshawott,water,,55,55,45,63,45,45,5,59
502,dewott,water,,75,75,60,83,60,60,8,245
503,samurott,water,,95,100,85,108,70,70,15,946
